language client is not ready, cannot initialize chat state
I0329 16:39:48.669592   72140 serve.go:43] cloudcode_cli (Mar 16 2025 10:36:32 -0700, cl:737377283 baseline:736258458)
E0329 16:44:23.544283   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.544294   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.544315   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:23.544326   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:23.544334   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.544343   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.544352   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.544360   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 16:44:23.544375   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:23.544387   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:23.544397   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:23.544405   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:23.544413   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:23.544421   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:23.544429   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:23.544437   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:23.544445   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:23.544455   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
W0329 16:44:23.614501   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:23.614532   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:23.614541   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:23.614549   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:23.614557   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:23.614565   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:23.614572   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:23.614581   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:23.614588   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:23.614596   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
E0329 16:44:23.614711   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.614728   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.614740   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.614752   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.614772   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:23.614781   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:23.614790   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.614800   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.614811   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.614831   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 16:44:23.614851   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:23.614864   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:23.614873   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:23.614881   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:23.614888   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:23.614896   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:23.614903   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:23.614911   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:23.614919   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:23.614926   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
W0329 16:44:23.615794   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:23.615812   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:23.615820   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:23.615828   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:23.615836   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:23.615843   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:23.615851   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:23.615860   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:23.615868   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:23.615876   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
E0329 16:44:23.615930   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.615942   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.615955   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.615964   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.615986   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:23.615995   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:23.616006   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.616015   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.616025   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.616035   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 16:44:23.616050   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:23.616062   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:23.616070   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:23.616077   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:23.616084   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:23.616091   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:23.616099   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:23.616107   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:23.616115   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:23.616123   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
Completion Provider - completion # 3 - New completion requested from language client at position {"line":17,"character":24}, triggerKind=1
I0329 16:44:23.643305   72140 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0329 16:44:23.714215   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:44:23.714302   72140 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0329 16:44:23.714352   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:44:23.714365   72140 conversation.go:896] Unable to retrieve excluded files for request #79: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:44:23.714392   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:23.714400   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:23.818718   72140 handler.go:159] cancel was requested for: 78, needs to be canceled: true
W0329 16:44:23.820045   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:23.820083   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:23.820091   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:23.820099   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:23.820120   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:23.820128   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:23.820136   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:23.820156   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:23.820166   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:23.820174   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
E0329 16:44:23.820239   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.820251   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.820265   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.820275   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.820295   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:23.820303   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:23.820311   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.820320   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.820329   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.820338   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 16:44:23.820355   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:23.820367   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:23.820374   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:23.820381   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:23.820390   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:23.820405   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:23.820412   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:23.820419   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:23.820427   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:23.820436   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
Completion Provider - completion # 4 - New completion requested from language client at position {"line":17,"character":23}, triggerKind=1
I0329 16:44:23.850139   72140 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0329 16:44:23.914994   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:44:23.915046   72140 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0329 16:44:23.915091   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:44:23.915104   72140 conversation.go:896] Unable to retrieve excluded files for request #82: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:44:23.915129   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:23.915137   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:23.966514   72140 handler.go:159] cancel was requested for: 81, needs to be canceled: true
W0329 16:44:23.966732   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:23.966758   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:23.966768   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:23.966778   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:23.966786   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:23.966794   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:23.966801   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:23.966808   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:23.966816   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:23.966823   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
E0329 16:44:23.966882   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.966894   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.966909   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.966918   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:23.966939   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:23.966948   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:23.966956   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.966965   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.966975   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:23.966985   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 16:44:23.967003   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:23.967015   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:23.967022   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:23.967031   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:23.967040   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:23.967052   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:23.967060   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:23.967067   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:23.967074   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:23.967082   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
Completion Provider - completion # 5 - New completion requested from language client at position {"line":17,"character":22}, triggerKind=1
I0329 16:44:24.005123   72140 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0329 16:44:24.063546   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:44:24.063588   72140 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0329 16:44:24.063631   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:44:24.063645   72140 conversation.go:896] Unable to retrieve excluded files for request #85: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:44:24.063676   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:24.063685   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:24.130575   72140 handler.go:159] cancel was requested for: 84, needs to be canceled: true
W0329 16:44:24.130830   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:24.130856   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:24.130867   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:24.130875   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:24.130883   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:24.130899   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:24.130907   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:24.130956   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:24.130969   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:24.130977   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
E0329 16:44:24.131041   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:24.131053   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:24.131065   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:24.131075   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:24.131095   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:24.131104   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:24.131117   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:24.131126   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:24.131135   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:24.131172   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 16:44:24.131189   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:24.131200   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:24.131209   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:24.131218   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:24.131227   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:24.131235   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:24.131243   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:24.131251   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:24.131259   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:24.131268   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
Completion Provider - completion # 6 - New completion requested from language client at position {"line":17,"character":21}, triggerKind=1
I0329 16:44:24.162523   72140 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0329 16:44:24.229046   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:44:24.229091   72140 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0329 16:44:24.229140   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:44:24.229183   72140 conversation.go:896] Unable to retrieve excluded files for request #88: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:44:24.229210   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:24.229219   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:24.463373   72140 completion.go:236] Inline suggestion requested (request #87): {TextDocumentPositionParams:{TextDocument:{URI:file:///home/sandyaa2004/retrieve_rag.py} Position:{Line:17 Character:21}} TriggerMode:0 IDESessionIndex:20250329_7 CompletionIndex:6}
Completion Provider - completion # 6 - Completion result obtained from language client
W0329 16:44:24.789431   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:24.789479   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:24.789488   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:24.789497   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:24.789506   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:24.789514   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:24.789522   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:24.789530   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:24.789537   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:24.789544   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
E0329 16:44:24.789633   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:24.789646   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:24.789661   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:24.789671   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:44:24.789696   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:24.789706   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:44:24.789715   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:24.789724   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:24.789734   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:44:24.789743   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 16:44:24.789761   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:44:24.789773   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 11}}, error: invalid column number
W0329 16:44:24.789781   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 74} {10 83}}, error: invalid column number
W0329 16:44:24.789788   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 93} {10 97}}, error: invalid column number
W0329 16:44:24.789796   72140 retention.go:173] Could not get offsets for range in document. range: &{{19 60} {19 61}}, error: invalid column number
W0329 16:44:24.789803   72140 retention.go:173] Could not get offsets for range in document. range: &{{24 23} {24 35}}, error: invalid column number
W0329 16:44:24.789810   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 14} {31 15}}, error: invalid line number
W0329 16:44:24.789817   72140 retention.go:173] Could not get offsets for range in document. range: &{{31 24} {31 32}}, error: invalid line number
W0329 16:44:24.789824   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 7} {32 8}}, error: invalid line number
W0329 16:44:24.789832   72140 retention.go:173] Could not get offsets for range in document. range: &{{32 21} {32 29}}, error: invalid line number
Completion Provider - completion # 7 - New completion requested from language client at position {"line":17,"character":22}, triggerKind=1
I0329 16:44:24.830997   72140 document.go:425] OtherEditType (ADD), returning ReasonRecentlyEdited
I0329 16:44:24.888985   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:44:24.889027   72140 document.go:425] OtherEditType (ADD), returning ReasonRecentlyEdited
I0329 16:44:24.889070   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:44:24.889084   72140 conversation.go:896] Unable to retrieve excluded files for request #92: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:44:24.889110   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:24.889118   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:25.132290   72140 completion.go:236] Inline suggestion requested (request #91): {TextDocumentPositionParams:{TextDocument:{URI:file:///home/sandyaa2004/retrieve_rag.py} Position:{Line:17 Character:22}} TriggerMode:0 IDESessionIndex:20250329_7 CompletionIndex:7}
I0329 16:44:25.132695   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:44:25.132719   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
